recipe_id,num_ingredients,rating
12761,5,5
12762,8,4
12763,33,5
12764,9,4
12765,8,5
12766,20,5
12767,7,5
12769,5,4
12771,23,5
12772,4,4
12773,6,4
12776,5,4
12777,17,5
12778,6,4
12779,10,5
12780,9,4
12781,14,4
12782,12,5
12783,12,4
12784,8,5
12785,11,4
12786,15,5
12787,8,4
12788,13,4
12789,8,5
12790,9,5
12791,11,4
12792,7,5
12793,6,4
12794,9,5
12795,12,5
12796,3,4
12797,10,4
12798,8,4
12799,14,4
12800,5,4
12801,7,4
12802,4,4
12805,5,4
12807,5,4
12809,4,4
12812,10,4
12813,8,4
12814,8,4
12815,8,4
12817,17,5
12818,12,4
12819,20,4
12820,10,4
12821,13,4
12822,14,5
12823,4,4
12824,8,4
12825,6,4
12826,7,5
12827,5,4
12828,6,4
12830,6,4
12831,6,5
12837,4,4
12838,4,4
12839,8,4
12840,4,4
12842,6, 
12843,7,4
12844,8,4
12846,4,3
12847,7,4
12848,5,5
12849,8,4
12851,6,4
12852,7,5
12854,7,5
12855,3,4
12857,7,5
12858,13,4
12859,7,4
12860,10,5
12861,8,5
12862,14,5
12863,7,4
12864,7,4
12865,14,4
12866,12,5
12867,18,4
12868,15,4
12869,16,4
12870,2,4
12871,12,4
12872,12,4
12873,8,4
12874,6,5
12875,8,4
12876,13,5
12877,14,4
12878,13,5
12879,14,5
12880,13,4
12881,12,5
12882,10,5
12883,10,5
12884,4,5
12885,12,4
12887,4,4
12889,22,4
12890,12,5
12891,9,4
12892,15,5
12893,16,5
12894,5,4
12895,8,4
12896,7,4
12897,9,5
12898,13,4
12899,10,4
12900,10,5
12901,16,4
12902,14,5
12903,12,4
12904,14,5
12906,11,5
12908,7,4
12909,9,5
12910,13,5
12911,10,4
12912,10,4
12913,18,5
12914,7,5
12915,11,5
12916,16,5
12918,7,4
12919,14,4
12920,12,4
12921,7,4
12922,8,5
12924,5,4
12925,12,4
12926,11,5
12927,11,5
12928,8,4
12929,30,4
12930,9,4
12931,14,4
12932,14,4
12933,15,4
12934,10,4
12935,10,4
12936,11,4
12937,15,4
12938,18,5
12939,10,4
12940,14,4
12941,10,5
12944,11,5
12945,20,4
12946,16,5
12947,8,4
12948,16,5
12949,7,5
12950,11,5
12951,7, 
12952,8,4
12953,8,4
12954,9,4
12955,7,5
12956,18,5
12957,20,5
12958,11,5
12959,9,5
12960,13,4
12961,11,5
12962,10,4
12963,13,4
12964,10,4
12965,8,5
12966,22,5
12967,6,5
12968,15,5
12969,13,5
12970,11,5
12971,11,4
12972,7,5
12973,8,5
1012377,5,4
1012379,15,4
1012380,9,5
1012382,8,5
1012383,23,5
1012384,19,5
1012385,12,5
1012386,11,4
1012387,10,5
1012388,10,5
1012389,12,5
1012390,6,4
1012393,13,5
1012395,4,5
1012396,4,4
1012397,18,5
1012398,9,5
1012399,11,4
1012400,5,4
1012401,10,4
1012402,10,4
1012403,9,5
1012404,8,4
1012405,11,4
1012406,10,5
1012407,23,4
1012408,11,5
1012409,10,4
1012410,5,5
1012411,12,4
1012412,15,5
1012413,11,4
1012414,10,5
1012415,14,4
1012416,28,4
1012417,6,4
1012419,9,5
1012420,6, 
1012421,8,4
1012422,9,5
1012423,14,5
1012424,5,4
1012425,11,4
1012426,9,4
1012427,15,4
1012429,10,5
1012433,6,4
1012434,7,4
1012435,15,5
1012436,6,4
1012437,9,5
1012438,6,4
1012439,10,5
1012440,14,4
1012441,4,4
1012442,6,5
1012443,12,5
1012444,13, 
1012445,20,5
1012446,13,5
1012447,14,4
1012449,11,5
1012452,3,4
1012453,10,4
1012454,6,4
1012455,8,5
1012456,16,4
1012457,7,4
1012458,5,5
1012459,17,4
1012460,10,5
1012462,10,5
1012463,13,5
1012464,12,4
1012466,11,4
1012467,20,5
1012468,9,5
1012469,9,4
1012470,10,4
1012472,9,5
1012473,23,5
1012474,11,4
1012477,12,5
1012479,8,3
1012480,9,4
1012482,13,4
1012483,15,4
1012484,5,4
1012485,14,4
1012486,10,4
1012487,12,4
1012489,10,4
1012490,3,4
1012491,13,4
1012492,6,4
1012493,4,4
1012494,9,5
1012495,12,4
1012496,8,4
1012497,14,4
1012498,8,4
1012499,12,5
1012500,7,4
1012501,11,4
1012502,15,4
1012503,13,5
1012504,13,4
1012507,11,5
1012510,6,5
1012511,2,4
1012512,17,4
1012513,7,4
1012514,18,5
1012515,16,4
1012516,13,5
1012517,15,4
1012518,13,4
1012520,4,4
1012521,10,5
1012522,8,5
1012523,6,5
1012524,10,4
1012525,7,4
1012526,9,4
1012527,9,4
1012528,9,5
1012529,13,5
1012531,6,4
1012533,9,5
1012534,7,5
1012535,13,5
1012536,7,5
1012538,7,5
1012539,9,5
1012540,8,4
1012541,6,5
1012542,6,5
1012543,4,4
1012544,6,5
1012545,4,5
1012546,16,4
1012547,4,4
1012549,4,4
1012551,10,5
1012552,11,4
1012553,9,4
1012554,11,4
1012555,10,4
1012557,9,5
1012558,7,4
1012559,12,4
1012560,3,4
1012561,9, 
1012564,17,5
1012565,6,5
1012566,8,5
1012567,8,5
1012568,8,5
1012569,5,5
1012570,4,4
1012571,15,4
1012572,4,5
1012573,12,5
1012574,11,4
1012575,9,4
1012576,11,3
1012577,9,4
1012578,7,5
1012579,8,4
1012581,14,5
1012582,10,5
1012583,12,5
1012584,12,5
1012585,10,5
1012586,16,4
1012587,7,4
1012588,12,4
1012591,14,5
1012592,12,4
1012593,8,5
1012594,12,5
1012595,10,4
1012596,8,4
1012597,11,5
1012598,6,4
1012601,3,4
1012602,14,4
1012604,8,5
1012605,6,4
1012607,8,4
1012608,9,3
1012609,6,4
1012611,12,4
1012612,8,5
1012613,11,5
1012614,10,4
1012615,8,4
1012617,9,5
1012618,12,5
1012619,7,4
1012620,10,5
1012621,12,5
1012622,10,5
1012623,11,5
1012626,12,5
1012627,5,4
1012628,10,5
1012629,7,5
1012630,13,5
1012631,11,4
1012632,9,4
1012634,8,4
1012636,7,5
1012637,7,4
1012638,11,4
1012642,16,4
1012644,10,4
1012645,12,4
1012646,15,5
1012648,13,4
1012649,9,4
1012650,16,4
1012651,10,5
1012652,11,5
1012654,9,4
1012655,6,5
1012656,8, 
1012657,4,4
1012658,10,5
1012659,7,5
1012660,19,5
1012661,13,4
1012662,11,5
1012663,8,4
1012664,10,5
1012665,5,5
1012666,11,5
1012668,12,4
1012670,13,5
1012671,6,4
1012673,5,3
1012674,7,4
1012675,13,4
1012678,11,4
1012679,5,4
1012680,6,3
1012681,10,5
1012682,9,4
1012683,11,4
1012684,11,5
1012685,9,4
1012686,14,4
1012687,15,4
1012688,10,5
1012689,2,4
1012692,6,5
1012693,7,4
1012695,7,4
1012696,7,4
1012698,6,4
1012699,7,5
1012700,6,5
1012701,7,4
1012702,11,5
1012703,8,5
1012704,21,4
1012705,7, 
1012706,5,5
1012707,7,4
1012708,2,4
1012710,3,4
1012711,10,4
1012712,12,4
1012713,6,5
1012714,11,4
1012715,7,4
1012716,10,5
1012717,7,4
1012718,6,4
1012719,3,4
1012720,3,4
1012721,4,5
1012722,13,4
1012724,9,4
1012725,12,5
1012727,3,4
1012729,6, 
1012730,3,4
1012731,10,5
1012732,11,4
1012733,7,5
1012735,7,4
1012736,9,4
1012738,6,5
1012739,6,4
1012740,3,4
1012741,5,4
1012744,7,5
1012745,10,5
1012746,10,4
1012747,14,4
1012748,10, 
1012749,7, 
1012750,7,4
1012752,11,5
1012753,11,4
1012754,12,5
1012756,11,4
1012757,6,5
1012758,13,5
1012759,11,5
1012760,17,4
1012761,4,4
1012762,8,4
1012763,10,4
1012764,13,5
1012765,10,5
1012766,13,4
1012767,9,4
1012769,14,4
1012771,12,4
1012772,14,5
1012773,13,4
1012775,7,4
1012776,11,4
1012778,4,5
1012779,10,5
1012780,18,4
1012781,12,5
1012782,13,5
1012783,13,4
1012784,10,4
1012785,7,4
1012786,12,4
1012787,11,4
1012788,5,4
1012789,15,4
1012790,12,5
1012791,11,5
1012792,13,4
1012793,13,4
1012794,9,4
1012795,11,5
1012796,9,5
1012797,15,5
1012798,11,4
1012799,14,5
1012800,12,4
1012801,13,5
1012802,10,4
1012803,9,4
1012804,17,4
1012805,11,4
1012806,7,4
1012807,7,5
1012808,13,4
1012809,9,4
1012810,9,4
1012811,6,4
1012812,11,5
1012813,8,4
1012814,9,4
1012815,6,5
1012816,11,5
1012817,11,5
1012820,3,4
1012821,8,4
1012822,10,4
1012823,11,5
1012825,8,5
1012826,10,4
1012828,6,4
1012829,7,5
1012830,6,4
1012831,9,5
1012832,10,4
1012833,6,4
1012834,8,5
1012835,8,4
1012836,9,4
1012837,7,5
1012838,10,4
1012839,12, 
1012840,14,3
1012841,18,4
1012842,13,4
1012844,11,5
1012845,13,5
1012846,11,4
1012847,7,5
1012848,5,4
1012849,11,5
1012851,11,5
1012852,6,4
1012853,9,4
1012854,13,4
1012855,13,4
1012857,10,4
1012858,12,4
1012859,9,4
1012860,10,5
1012861,10,4
1012862,11,5
1012863,8,4
1012864,12,4
1012865,6,5
1012866,7,4
1012867,4,5
1012868,20,4
1012869,9,5
1012870,15,5
1012871,8,4
1012872,8,4
1012873,5,4
1012874,9,4
1012875,12,4
1012876,16,5
1012877,9,4
1012878,10,4
1012879,19,5
1012880,9,3
1012881,15,4
1012882,9,4
1012883,13,5
1012885,9,4
1012886,4,5
1012887,15,5
1012888,11,5
1012890,10,4
1012891,17,4
1012892,9,4
1012895,9,5
1012896,10,5
1012897,7,4
1012898,11,5
1012899,7,4
1012900,11,5
1012901,15,4
1012902,7,4
1012903,10,4
1012904,12,5
1012905,6,5
1012906,4,4
1012907,9, 
1012908,3,4
1012910,4,4
1012912,7,4
1012913,7,5
1012915,15,4
1012917,7,4
1012918,10,4
1012919,12,4
1012920,8,5
1012921,12,4
1012922,13,5
1012923,15,5
1012924,11,5
1012925,9,4
1012926,5,4
1012927,16,4
1012928,11,4
1012930,9,4
1012931,2,4
1012932,7,4
1012933,21,5
1012934,11,5
1012935,8,4
1012936,12,4
1012937,11,4
1012938,9,4
1012939,12,5
1012940,11,4
1012941,7,5
1012942,13,4
1012943,13,4
1012944,11,4
1012945,13,4
1012946,18,4
1012947,15,5
1012948,15,4
1012949,19,5
1012950,12,4
1012951,13,4
1012952,3,4
1012954,11,5
1012955,17,4
1012956,13,5
1012957,13,5
1012958,11,4
1012959,18,4
1012962,8,4
1012963,13,4
1012964,8,4
1012965,13, 
1012966,3,5
1012967,5,5
1012968,12,3
1012970,11,4
1012971,11,4
1012973,10,5
1012974,12,5
1012975,5,4
1012977,13,5
1012978,9,4
1012979,11,5
1012980,14,5
1012981,14,5
1012982,12,4
1012983,14,4
1012984,10,5
1012985,9,4
1012986,10,5
1012988,7,4
1012989,13,4
1012990,12,4
1012991,13,5
1012992,10,5
1012993,9,5
1012994,13,3
1012995,12,5
1012996,17,5
1012997,14,5
1012998,9,5
1013001,10,5
1013002,7,4
1013003,14,4
1013004,13,4
1013005,7,4
1013006,8,4
1013007,10,4
1013008,13,5
1013009,10,4
1013010,12,4
1013011,10,5
1013012,11,4
1013013,6,4
1013014,9,5
1013017,8,4
1013018,7,4
1013019,8,5
1013020,6,4
1013022,17,5
1013023,11,5
1013024,13,5
1013025,9,4
1013026,9,3
1013027,10,4
1013028,8,5
1013029,12,4
1013030,13,5
1013031,4,4
1013032,9,4
1013033,13,4
1013034,9,4
1013035,15,5
1013036,11,4
1013037,8,4
1013039,10,4
1013040,7,5
1013041,21,5
1013042,3,5
1013043,10,5
1013044,4,5
1013046,16,5
1013047,8,5
1013049,11,5
1013050,6,4
1013051,13,5
1013052,11,4
1013053,14,5
1013054,11,4
1013055,6, 
1013056,12,4
1013057,19,4
1013058,7,5
1013059,7,4
1013060,7,5
1013061,14,4
1013062,15,5
1013063,7,4
1013064,11,5
1013065,10,4
1013066,11,4
1013067,15,5
1013068,10,5
1013069,3,4
1013070,5,4
1013071,5,4
1013072,8,4
1013073,18,5
1013074,16,4
1013075,7,4
1013076,11,4
1013077,12,5
1013078,8,5
1013079,7,5
1013080,9,4
1013081,4,4
1013082,7,4
1013084,8,4
1013085,8,4
1013086,4,5
1013087,14,4
1013088,12,4
1013089,8,5
1013090,16,4
1013092,11,4
1013093,13,4
1013094,10,5
1013095,13,4
1013096,8,4
1013097,7,4
1013098,12,4
1013099,9,4
1013100,8,5
1013101,8,4
1013102,7,5
1013103,7,4
1013104,11,5
1013105,13,4
1013106,16,5
1013107,10,5
1013108,16,5
1013109,15,5
1013111,7,4
1013112,11,4
1013113,7,4
1013114,8,5
1013115,15,5
1013116,7,5
1013117,7,5
1013118,12,4
1013121,16,4
1013122,9,4
1013124,17,4
1013126,9,4
1013127,18,5
1013128,12,4
1013129,9,4
1013130,6,5
1013133,10,5
1013134,8,4
1013135,12,4
1013136,12,5
1013137,10,4
1013139,4,4
1013140,6,4
1013141,8,5
1013142,10,5
1013144,9,5
1013145,9,4
1013146,11,5
1013147,11,5
1013148,16,4
1013149,8,5
1013150,13,4
1013151,5,4
1013152,3,4
1013153,5,4
1013154,11,4
1013155,8,5
1013156,9,4
1013157,14,5
1013159,7,4
1013160,12,5
1013161,16,4
1013162,12,4
1013163,6,5
1013164,8,4
1013165,6,4
1013166,9,4
1013168,17,4
1013169,5,5
1013170,12,5
1013171,9,5
1013173,4,4
1013174,10,4
1013175,11,5
1013176,13,5
1013180,9,5
1013181,10,5
1013182,15,5
1013185,5,4
1013186,9,4
1013187,9,5
1013188,10,4
1013189,14,5
1013190,14,4
1013191,10,4
1013192,13,5
1013193,11,5
1013197,12,5
1013198,7,5
1013199,10,4
1013200,14,4
1013201,8,5
1013202,7,5
1013203,9,4
1013204,10,5
1013205,8,4
1013208,9,4
1013209,13,5
1013210,5,5
1013212,12,4
1013213,11,5
1013216,6,5
1013217,11,4
1013218,11,5
1013219,12,4
1013220,15,4
1013221,5,5
1013222,8,4
1013223,7,5
1013224,6,5
1013225,4,4
1013226,14,4
1013227,17,5
1013228,7,4
1013229,8,4
1013230,9,4
1013231,10,5
1013232,10,5
1013233,6,5
1013234,11,5
1013235,12,4
1013236,13,4
1013237,6,5
1013239,11,4
1013240,10,4
1013241,4,5
1013242,7,4
1013243,10,4
1013244,9,4
1013245,8,4
1013246,14, 
1013247,7,4
1013249,15,5
1013250,16,5
1013251,11,5
1013253,10,4
1013254,10,4
1013257,5,4
1013258,6,5
1013259,13,5
1013260,10,5
1013261,7,4
1013262,14,4
1013264,9,5
1013265,9, 
1013266,10,5
1013267,9,4
1013268,14,4
1013269,11,4
1013270,13,4
1013271,8,5
1013273,3,4
1013275,4,4
1013276,5, 
1013277,3,4
1013278,8,4
1013279,6,4
1013280,15,5
1013281,13, 
1013282,16,4
1013283,9,4
1013284,16,4
1013285,11,3
1013286,12,4
1013287,6,5
1013288,7,4
1013290,8,3
1013291,7,4
1013292,11,5
1013293,4,4
1013294,9,4
1013295,9,5
1013296,13,4
1013297,7,5
1013298,12,3
1013299,8,4
1013300,11,5
1013301,6,4
1013302,8,5
1013303,10,5
1013304,11,4
1013305,10,4
1013306,3,4
1013307,13,5
1013308,8,4
1013309,8,4
1013310,9,5
1013311,9,4
1013312,13,4
1013313,5,4
1013314,3,4
1013315,6,4
1013317,16,4
1013318,8,5
1013319,6,4
1013320,10,4
1013321,10,5
1013322,8,5
1013323,8,4
1013324,7,4
1013325,8,4
1013327,15,5
1013328,6,5
1013329,12,5
1013330,12,5
1013331,6,4
1013332,4,5
1013333,12,5
1013334,8,5
1013335,11,5
1013336,10,5
1013338,13,5
1013339,16,5
1013341,11,5
1013342,9,5
1013343,6,4
1013344,18,4
1013345,11,5
1013346,9,5
1013349,11,4
1013350,7,4
1013351,11,4
1013352,10,4
1013353,12,4
1013354,13,5
1013355,12,5
1013356,10,5
1013357,15,5
1013359,9, 
1013360,10,4
1013361,12,5
1013362,6,5
1013363,11,4
1013364,11,4
1013365,9,4
1013366,11,4
1013367,11,5
1013368,3,4
1013370,11,4
1013371,12,4
1013372,13,4
1013374,13,5
1013375,4,4
1013376,19,5
1013377,7,4
1013378,13,5
1013380,7,4
1013381,5,4
1013382,5,5
1013383,11,5
1013385,8,5
1013386,6,5
1013387,14,5
1013388,9,4
1013389,7,4
1013390,5,5
1013391,7,5
1013392,12,4
1013393,15,4
1013394,8,4
1013395,7,5
1013399,10,4
1013400,11,5
1013401,7,4
1013402,7,4
1013403,8,4
1013404,12,4
1013405,6,5
1013406,10,5
1013408,11,4
1013411,13,5
1013412,16,5
1013413,10,4
1013414,3,4
1013415,10,5
1013416,8,5
1013417,11,4
1013418,8,5
1013419,8,5
1013420,11,4
1013421,10,4
1013422,16,4
1013423,10,4
1013424,10,5
1013425,12,4
1013426,14,4
1013427,16,5
1013428,15,4
1013429,12,5
1013432,14,4
1013433,14,4
1013434,13,4
1013435,7,4
1013436,13,4
1013437,9,5
1013438,9,5
1013439,7,4
1013440,6,4
1013441,14,4
1013442,7,4
1013443,6,4
1013444,13,5
1013445,7,4
1013446,5,4
1013447,11,4
1013448,10,5
1013449,4,4
1013450,5,5
1013451,14,4
1013452,12,4
1013455,11,4
1013456,4,5
1013457,11,4
1013458,13,5
1013459,11,5
1013460,17,4
1013461,9,4
1013462,14,4
1013463,11,4
1013464,14,4
1013465,12,4
1013466,12,5
1013467,7,5
1013468,7,4
1013469,8,4
1013470,9,4
1013471,18,4
1013472,15,4
1013473,12,4
1013474,14,4
1013477,8,4
1013478,10,5
1013479,13,4
1013480,10,5
1013481,14,4
1013482,6,4
1013483,9,5
1013484,9,4
1013485,12,4
1013486,12,4
1013488,6,5
1013489,2,5
1013490,10,5
1013491,10,4
1013492,13,4
1013493,11,4
1013494,15,4
1013495,11,5
1013496,12,4
1013497,13,4
1013498,13,4
1013499,12,5
1013500,14,4
1013501,11,5
1013502,12,5
1013503,5,4
1013504,12,4
1013506,6,4
1013507,11,5
1013508,9,4
1013510,9,5
1013511,11,5
1013512,9,5
1013513,7,4
1013514,11,4
1013515,4,4
1013516,5,4
1013517,11,5
1013518,9,4
1013519,12,4
1013520,14,4
1013522,5,5
1013523,8,4
1013524,12,4
1013525,8,5
1013526,9,5
1013527,9,4
1013528,8,4
1013531,9,4
1013532,8,5
1013533,11,4
1013534,14,5
1013535,14,5
1013536,18,5
1013537,16,5
1013538,14,5
1013539,15,5
1013541,11,5
1013543,14,5
1013544,15,5
1013545,6,5
1013546,8,5
1013547,5,4
1013548,6,4
1013549,4,5
1013555,17,4
1013556,9,4
1013557,22,5
1013558,10,5
1013559,14,4
1013560,14,4
1013561,9,5
1013564,12, 
1013565,11,5
1013566,8,4
1013568,13,4
1013569,13,4
1013570,13,4
1013571,12,4
1013572,3,4
1013574,8,4
1013575,12,4
1013576,13,4
1013577,11,5
1013578,12,4
1013579,9,4
1013580,10,4
1013581,9,5
1013582,5,5
1013583,10,5
1013584,5,4
1013585,9,4
1013586,7,4
1013588,8,4
1013589,8,4
1013590,11,4
1013591,16,5
1013592,10,5
1013593,15,4
1013594,6,4
1013595,9,5
1013597,12,4
1013598,10,4
1013599,9,4
1013600,12,4
1013601,12,5
1013605,3,4
1013606,10,4
1013607,8,4
1013608,7,4
1013609,8,5
1013611,13,5
1013615,12,5
1013616,12,4
1013617,8,4
1013618,11,4
1013619,11,4
1013620,10,4
1013621,11,4
1013622,9,5
1013624,6,4
1013625,13,4
1013626,11,4
1013627,13,4
1013629,13,4
1013630,9,4
1013631,9,5
1013633,11,5
1013634,10,4
1013635,8,4
1013636,9,4
1013637,9,4
1013638,14,5
1013639,11,4
1013640,8,4
1013641,9,4
1013643,10,4
1013644,8,5
1013645,8,4
1013646,6,4
1013647,4,5
1013648,5,5
1013649,4,4
1013650,4,5
1013651,4,5
1013652,5,5
1013657,14,5
1013659,6,4
1013660,1,4
1013662,8,5
1013663,8,4
1013664,9,5
1013665,9,5
1013666,4,4
1013667,8,4
1013668,10,4
1013670,16,4
1013671,10,4
1013673,9,4
1013674,5,4
1013675,5,4
1013677,11,5
1013679,8,4
1013680,8,4
1013681,10,4
1013683,9,4
1013684,6,4
1013686,13,4
