recipe_id,num_ingredients,rating
1013688,11,4
1013689,7,4
1013690,10,4
1013691,7,4
1013692,7,5
1013693,10,4
1013694,7,4
1013695,12,5
1013696,7,5
1013697,14,4
1013698,7,5
1013699,7,4
1013701,4,4
1013704,10,4
1013705,6,5
1013708,7,5
1013709,9,4
1013710,7,4
1013711,4,4
1013712,9,4
1013713,3,4
1013714,4,4
1013715,11,4
1013716,8,5
1013717,12,5
1013718,9,4
1013719,10,5
1013720,9,5
1013722,16,4
1013724,12,4
1013725,13,4
1013728,7,4
1013729,9,4
1013732,9,5
1013733,12,4
1013734,11,4
1013735,6,4
1013736,10,4
1013738,13,5
1013739,8,5
1013740,8,5
1013741,6,5
1013742,7,4
1013747,11,4
1013748,8,4
1013750,14,4
1013751,8,4
1013752,3,5
1013753,6,4
1013754,11,5
1013755,12,5
1013756,5,4
1013757,4,4
1013758,8,4
1013759,12,4
1013760,13,5
1013763,10,5
1013764,13,4
1013765,18,5
1013766,12,5
1013767,15,5
1013768,10,5
1013769,11,5
1013770,6,5
1013771,5,5
1013772,9,4
1013773,12,4
1013775,5,4
1013776,7,4
1013777,5,4
1013778,8,5
1013779,11,5
1013780,13,5
1013781,12,4
1013782,10,4
1013783,18,4
1013786,9,5
1013788,13,5
1013789,14,5
1013790,4,4
1013791,3,4
1013793,6,4
1013794,11,5
1013796,14,4
1013797,13,4
1013798,9,4
1013799,7,5
1013800,8,5
1013801,12,5
1013802,6,5
1013806,8,4
1013807,13,5
1013808,17,4
1013813,5,4
1013814,10,5
1013815,9,4
1013822,20,4
1013823,8,5
1013824,15,4
1013825,12,4
1013826,12,4
1013827,17,5
1013828,10,5
1013830,8,5
1013831,9,5
1013832,13,4
1013833,10,5
1013835,11,4
1013837,7, 
1013838,5,5
1013839,9,4
1013840,16,4
1013841,11,5
1013843,8,5
1013844,17,4
1013845,10,5
1013846,8,4
1013847,12,5
1013848,11,5
1013849,10,5
1013850,10,4
1013853,15,4
1013855,5,4
1013856,10,4
1013857,10,5
1013858,16,5
1013859,10,4
1013860,11,4
1013861,4,4
1013862,9,5
1013863,14,5
1013864,14,5
1013865,8,4
1013866,12,5
1013867,11,4
1013868,17,4
1013869,13,5
1013871,10,5
1013872,10,4
1013873,8,5
1013874,13,4
1013875,10,5
1013876,9,4
1013877,12,4
1013880,4,4
1013881,7,4
1013882,9,5
1013883,15,4
1013884,6,5
1013885,11,5
1013886,17,5
1013887,12,5
1013889,8,5
1013890,14,5
1013891,15,4
1013892,7,5
1013893,12,4
1013894,19,4
1013895,8,4
1013896,18,4
1013899,5,4
1013900,7,4
1013902,10,5
1013904,10,4
1013906,14,4
1013908,17,5
1013910,16,5
1013912,7,4
1013919,17,5
1013920,7,4
1013921,11,4
1013922,7,5
1013923,8,5
1013926,9,4
1013927,7,5
1013928,9,4
1013929,8,5
1013930,3,5
1013932,11,4
1013935,4,4
1013936,20,5
1013937,18,5
1013942,11,5
1013945,11,4
1013946,18,4
1013947,6,4
1013948,8,5
1013949,5,5
1013950,5,4
1013951,12,4
1013952,11,5
1013953,12,4
1013954,8,5
1013956,3,4
1013957,13,5
1013958,13,5
1013959,23,4
1013960,14,5
1013961,13,4
1013962,17,4
1013965,18,4
1013968,20,5
1013969,13,4
1013970,21,5
1013971,12,4
1013972,6,5
1013973,19,4
1013974,20,5
1013975,11,5
1013976,17,4
1013977,8,5
1013978,18,4
1013979,9, 
1013980,14,5
1013981,7,5
1013982,12,4
1013983,18,5
1013984,11,4
1013986,24,5
1013987,13,4
1013989,10,5
1013991,13,4
1013992,14,4
1013993,12,4
1013994,12,5
1013995,8,5
1013997,9,4
1014000,9,4
1014001,18, 
1014002,3,4
1014003,12,5
1014004,15,5
1014005,23, 
1014006,9, 
1014007,12,4
1014008,10,5
1014009,11,5
1014010,9,4
1014011,12,4
1014012,16,4
1014013,6,5
1014014,13,5
1014015,9,4
1014016,12,4
1014017,18,4
1014018,12,4
1014019,15,5
1014020,16,4
1014021,13,5
1014023,21,5
1014024,16,5
1014025,15,5
1014026,9,4
1014027,9,4
1014028,10,5
1014029,8,5
1014030,8,5
1014031,19,5
1014032,15,5
1014033,14,4
1014034,18,4
1014035,16,5
1014036,14,4
1014037,6,5
1014038,8,5
1014039,14,5
1014041,14,4
1014042,16,4
1014043,14,5
1014044,15,4
1014045,12,4
1014046,18,5
1014047,13,4
1014048,15,4
1014049,15,4
1014050,9,4
1014051,14,5
1014052,15,4
1014053,12,5
1014054,6,5
1014055,12,4
1014056,11,4
1014057,10,5
1014058,16,4
1014059,9,4
1014060,9,5
1014061,12,4
1014062,11,4
1014063,3,4
1014064,14,5
1014065,12,5
1014066,16,4
1014067,13,4
1014068,13,5
1014071,15,4
1014072,25,4
1014073,32,4
1014074,22,4
1014075,31,4
1014076,20,4
1014078,19,4
1014079,21,5
1014080,18,4
1014082,17,5
1014083,16, 
1014084,15,4
1014085,6,5
1014086,18,4
1014088,12,5
1014089,21,4
1014090,11,4
1014091,14,4
1014092,5,4
1014093,6,4
1014094,25,4
1014095,11,5
1014096,15,4
1014097,13,5
1014098,15,4
1014102,9,5
1014103,14,5
1014104,16,4
1014105,9,5
1014106,14,4
1014107,13,5
1014108,9,4
1014109,17,5
1014110,17,4
1014111,13,4
1014112,20,4
1014113,16,5
1014114,20,5
1014115,20,5
1014116,10,5
1014118,10,4
1014119,8,4
1014121,14,5
1014122,8,4
1014123,21,4
1014125,8,4
1014126,24,4
1014127,15,4
1014129,14,4
1014130,19,4
1014131,18,3
1014132,12,5
1014133,15,5
1014135,26,4
1014136,25,5
1014137,22,5
1014138,9,5
1014139,14,4
1014140,23,5
1014141,14,4
1014142,12,4
1014143,12,4
1014144,12,4
1014145,14,4
1014146,17,4
1014147,10,4
1014148,10,4
1014150,15,4
1014151,12,5
1014152,11,5
1014153,20,5
1014155,12,4
1014156,12,4
1014157,5,5
1014158,15,4
1014159,10,5
1014160,10,5
1014161,11,5
1014162,13,5
1014163,14,4
1014164,6,5
1014165,12,5
1014166,7,4
1014167,14,4
1014168,5,4
1014169,21,4
1014170,17,4
1014171,16,5
1014172,18,5
1014173,10,5
1014174,11,4
1014175,13,5
1014177,18,5
1014178,10,5
1014179,10,4
1014180,20,4
1014181,13,4
1014182,6,5
1014183,13,4
1014184,8,4
1014187,10,5
1014189,11,4
1014190,7,5
1014191,14,5
1014192,11,5
1014193,19,4
1014194,7,5
1014195,13,5
1014197,14,4
1014203,26,5
1014204,8,5
1014205,18,5
1014206,8,4
1014207,7,4
1014208,7,5
1014209,12,4
1014210,20,4
1014211,18,5
1014213,17, 
1014214,9,4
1014215,9,4
1014217,16,4
1014218,15,5
1014219,7,5
1014220,12,4
1014221,8,4
1014222,10,4
1014233,16,5
1014234,22,4
1014235,17,4
1014236,7,4
1014237,6,5
1014238,5,5
1014240,16,4
1014241,16,4
1014242,4,4
1014243,12,4
1014245,12,4
1014246,8,4
1014247,9,5
1014252,18,5
1014272,8,4
1014273,14,5
1014274,10,4
1014275,13,5
1014276,12,5
1014277,18,5
1014278,13,4
1014279,20,4
1014280,8,5
1014281,18,4
1014282,17,4
1014283,15,5
1014284,14,4
1014285,17,5
1014286,21,5
1014287,10,5
1014288,11,4
1014289,15,4
1014290,23,4
1014291,18,5
1014301,3,4
1014302,4,4
1014303,4,5
1014304,9,5
1014306,6,5
1014307,15,4
1014308,11,5
1014312,13,4
1014313,5,4
1014314,12,4
1014315,13,5
1014316,12,5
1014317,8,5
1014318,8,5
1014323,25,4
1014324,16,5
1014326,13,4
1014327,5,5
1014328,16,4
1014329,8,4
1014330,23,5
1014331,7,4
1014334,22,5
1014335,20,4
1014336,2,4
1014337,17,5
1014338,13,4
1014339,14,5
1014340,6,4
1014342,9,4
1014343,15,5
1014344,16,4
1014345,8,4
1014346,12,4
1014347,11,4
1014348,15,4
1014349,11,4
1014350,18,5
1014351,18,5
1014352,15,4
1014353,11,4
1014354,16,5
1014355,11,5
1014356,11,5
1014357,9,4
1014358,24,5
1014359,12,5
1014360,12,5
1014361,8,4
1014362,11,5
1014363,12,4
1014364,1,4
1014365,3,5
1014366,10,4
1014367,14,5
1014368,10,4
1014369,17,5
1014372,12,4
1014373,9,5
1014374,9,5
1014375,10,4
1014376,8,4
1014378,5,4
1014379,6,5
1014380,7,5
1014381,8,4
1014382,15,4
1014383,23,5
1014384,11,4
1014385,13,5
1014386,11,4
1014387,8,4
1014388,9,4
1014389,6,5
1014390,9,5
1014391,4,5
1014392,7,4
1014393,10,5
1014394,10,4
1014395,12,4
1014396,9,5
1014397,14,5
1014398,13,4
1014399,8,5
1014400,12,5
1014401,13,4
1014403,6,5
1014404,6,4
1014405,11,4
1014406,4,5
1014407,6,5
1014408,6,4
1014409,10,5
1014410,4,4
1014411,8,5
1014412,8,4
1014413,4,4
1014414,11,5
1014415,5,4
1014417,7,5
1014418,16, 
1014419,15,5
1014420,12,5
1014421,14,5
1014422,6,5
1014423,6,4
1014424,18,5
1014426,17,4
1014427,4,5
1014428,11,4
1014429,13,4
1014430,13,4
1014432,8,4
1014433,11,4
1014434,9,4
1014435,11,5
1014436,12,4
1014437,11,5
1014438,8,5
1014439,16,4
1014445,7,4
1014446,14,4
1014447,9,4
1014448,9,5
1014449,7,5
1014450,16,5
1014451,18,5
1014452,9,4
1014453,19,4
1014454,9,4
1014455,2,4
1014456,8,4
1014457,7,4
1014459,9,4
1014460,4,3
1014461,7,4
1014463,3,4
1014464,6,4
1014465,5,4
1014466,7,4
1014467,13,5
1014468,23,5
1014469,13,4
1014470,11,4
1014471,9,5
1014472,11,4
1014473,9,5
1014474,9,4
1014475,10,3
1014477,14,5
1014478,14,5
1014479,14,5
1014480,15,4
1014481,20,4
1014482,19,4
1014483,14,4
1014484,9,5
1014485,7,4
1014486,2,5
1014487,10,4
1014488,12,5
1014489,8,5
1014490,12,4
1014492,6,5
1014493,8,4
1014494,7,4
1014495,2,5
1014496,11,5
1014497,15,5
1014498,10,5
1014499,8,4
1014500,12,5
1014501,14,5
1014502,24,4
1014503,16,4
1014504,16,4
1014505,16,4
1014506,9,5
1014507,3,5
1014508,6,5
1014509,6,4
1014510,22,5
1014511,14,5
1014512,11,4
1014513,12,4
1014514,12,4
1014515,13,4
1014516,14,5
1014517,13,4
1014518,6,4
1014519,11,4
1014520,11,4
1014521,9,5
1014522,10,4
1014523,8,4
1014524,17,5
1014525,15,4
1014526,8,4
1014527,4,5
1014528,12,4
1014529,9,5
1014530,9,4
1014531,4,5
1014532,6,4
1014533,11,4
1014534,9,5
1014535,7,4
1014536,8,4
1014537,7,4
1014539,17,4
1014540,4,5
1014541,6,5
1014542,2,4
1014543,8,4
1014544,8,5
1014545,17,5
1014547,16,5
1014548,12,5
1014549,11,4
1014550,7,4
1014551,6,4
1014552,7,4
1014553,12,5
1014554,9,5
1014555,16,4
1014556,16,5
1014557,17,4
1014558,7,4
1014559,3,4
1014560,5,4
1014561,5,4
1014563,14,5
1014564,7,4
1014566,6,5
1014567,10,5
1014568,14,4
1014569,12,5
1014570,18,4
1014571,18,4
1014572,12,5
1014577,6,4
1014578,7,5
1014580,12,4
1014581,12,5
1014582,9,5
1014583,6,4
1014584,19,4
1014585,7,4
1014586,4,5
1014587,10,5
1014588,11,4
1014589,9,5
1014590,11,4
1014591,18,4
1014592,5,4
1014593,8,5
1014594,5,4
1014595,9,5
1014596,20,5
1014597,11,4
1014598,21,5
1014599,16,5
1014600,6,4
1014601,9,5
1014602,11,5
1014604,16,4
1014605,21,5
1014606,12,4
1014607,4,4
1014608,8,5
1014609,14,5
1014610,7,4
1014611,17,5
1014612,13,4
1014613,10,4
1014614,10,4
1014615,16,4
1014616,16,4
1014617,8,4
1014618,6,5
1014619,3,4
1014620,9,5
1014621,6,4
1014622,13,4
1014623,13,4
1014624,8,4
1014625,7,4
1014626,5,4
1014629,16,4
1014630,6,5
1014631,6,4
1014632,10,4
1014634,21,5
1014635,10,4
1014636,10,5
1014637,21,5
1014638,11,5
1014640,10,5
1014641,13,5
1014642,11,5
1014643,12,5
1014644,4,4
1014646,13,5
1014647,6,5
1014648,8,4
1014649,7,4
1014650,19,4
1014651,13,4
1014654,9,4
1014657,12,4
1014658,12,4
1014659,11,4
1014660,10,4
1014661,9,4
1014662,12,5
1014663,7,4
1014665,13,5
1014666,12,3
1014667,10,5
1014668,14,4
1014669,12,4
1014670,11,4
1014671,10,5
1014672,13,5
1014673,11,5
1014674,8,5
1014675,8,4
1014676,10,4
1014677,3,4
1014678,7,5
1014679,11,4
1014680,13,5
1014681,6,4
1014682,5,4
1014683,8,4
1014684,5,4
1014685,5,5
1014686,6,4
1014687,9,4
1014688,10,4
1014689,10,4
1014690,9,4
1014691,10,4
1014693,7,5
1014694,4,4
1014695,16,5
1014696,7,4
1014698,9,4
1014699,5,4
1014702,8,4
1014703,7,5
1014705,11,4
1014706,6,4
1014707,7,4
1014708,7,4
1014711,9,5
1014712,5,5
1014713,5,5
1014714,5,5
1014715,7,4
1014716,7,4
1014717,9,4
1014718,11,5
1014719,5,5
1014720,8,4
1014721,14,5
1014722,13,5
1014723,8,5
1014724,11,4
1014725,8,4
1014726,13,4
1014727,8,4
1014728,10,5
1014729,10,4
1014732,12,5
1014733,28,5
1014734,20,4
1014735,12,5
1014736,14,4
1014737,8,4
1014738,6,5
1014739,11,5
1014740,12,5
1014741,8,4
1014742,5,5
1014744,10,4
1014745,6,4
1014746,4,4
1014747,5,4
1014750,5,3
1014752,8,4
1014755,5,5
1014756,4,4
1014757,6,5
1014758,13,4
1014759,9,5
1014760,5,5
1014761,12,5
1014762,11,4
1014764,10,5
1014765,11,4
1014766,13,4
1014768,13,4
1014769,8,5
1014771,14,4
1014772,15,5
1014773,16,4
1014774,15,4
1014775,15,5
1014776,19,4
1014777,12,4
1014778,7,5
1014780,18,4
1014781,10,5
1014782,22,5
1014783,7,5
1014784,32,5
1014785,15,5
1014786,9,4
1014788,7,4
1014789,5,4
1014790,15,4
1014791,17,5
1014792,15,4
1014793,11,4
1014794,13,4
1014795,6,4
1014796,29,5
1014799,10,5
1014800,13,5
1014804,12,5
1014805,1,4
1014806,6,5
1014807,14,5
1014808,16,5
1014809,17,5
1014810,15,5
1014811,17,4
1014812,13,4
1014813,17,4
1014815,6,5
1014816,7,4
1014818,7,4
1014819,4,4
1014821,7,5
1014822,6,5
1014823,7,5
1014824,7,4
1014825,7,4
1014826,9,5
1014827,20,5
1014828,10,5
1014829,17,4
1014830,11,5
1014831,6,4
1014832,10,5
1014833,9,5
1014834,9,4
1014835,12,5
1014836,10,5
1014837,6,5
1014838,10,4
1014839,6,4
1014840,11,4
1014841,7,5
1014844,19,5
1014845,18,4
1014846,23,5
1014847,7,4
1014848,12,4
1014850,6,5
1014851,7,5
1014852,8,4
1014853,12,4
1014854,7,4
1014855,11,4
1014856,10,4
1014857,15,5
1014859,14,4
1014860,9,4
1014861,13,4
1014864,6,4
1014865,5,4
1014866,6,4
1014867,6,4
1014868,14,5
1014869,11,4
1014870,7,5
1014871,11,4
1014872,13,4
1014876,16,3
1014878,15,4
1014880,14,4
1014881,18,4
1014882,12,5
1014883,16,4
1014884,9,5
1014885,8,4
1014886,7,4
1014887,15,4
1014888,24,4
1014889,7,4
1014890,18,5
1014891,18,5
1014892,6,4
1014893,5,4
1014894,4,5
1014895,9,5
1014896,9,5
1014897,8,4
1014898,8,4
1014899,9,4
1014900,9,5
1014901,4,4
1014902,3,4
1014903,3,5
1014904,7,5
1014905,14,5
1014906,11,4
1014907,11,5
1014908,4,5
1014909,17,3
1014910,12,5
1014911,8,5
1014912,3,5
1014916,10,5
1014917,13,5
1014918,16,5
1014919,14,4
1014920,10,5
1014922,7,4
1014924,17,5
1014925,15,5
1014926,7,5
1014927,8,5
1014928,10,5
1014929,11,5
1014930,11,4
1014931,13,5
1014932,9,4
1014933,14,4
1014934,9,4
1014935,13,5
1014936,7,4
1014937,5,3
1014938,9,4
1014939,7,5
1014940,3,4
1014942,12,5
1014943,7,5
1014944,20,5
1014947,8,5
1014948,13,5
1014949,12,4
1014950,11,5
1014951,13,4
1014952,12,5
1014953,16,5
1014954,14,4
1014955,9,4
1014956,10,5
1014957,4,4
1014958,7,4
1014959,8,4
1014961,15,5
1014962,17,4
1014963,15,4
1014964,19,4
1014965,18,4
1014966,14,5
1014967,12,5
1014968,10,4
1014969,11,5
1014970,11,5
1014971,10,4
1014972,7,5
1014974,9,5
1014975,5,4
1014976,11,5
1014977,7,4
1014978,6,5
1014979,18,5
1014980,6,4
1014981,7,5
1014982,8,4
1014983,7,4
1014984,4,4
1014985,11,4
1014986,6,4
1014988,7,5
1014990,5,5
1014991,13,5
1014992,15,5
1014993,12,4
1014994,13,4
1014995,15,5
1014996,12,4
1014997,8,4
1014998,16,5
1014999,12,4
1015001,7,4
1015002,10,4
1015003,11,5
1015004,4,4
1015005,9,4
1015006,5,4
1015007,6,5
1015008,9,4
1015009,7,5
1015010,6,5
1015011,5,4
1015012,6,4
1015014,7,4
1015016,6,5
1015017,8,5
1015018,6,4
1015019,6,4
1015020,12,4
1015021,13,4
1015022,9,4
1015023,13,5
1015024,7,4
1015025,11,4
1015026,13,5
1015027,21,4
1015028,20,4
1015029,8,4
1015030,11,4
1015031,22,4
1015032,18,4
1015033,7,5
1015034,9,4
1015035,13,3
1015037,9,5
1015038,11,4
1015039,3,5
1015040,19,4
1015041,7,5
1015042,6,5
1015044,11,5
1015045,13,4
1015047,12,4
1015048,10,5
1015049,5,4
1015050,11,4
1015051,10,4
1015052,12,4
1015053,10,5
1015054,10,4
1015055,11,4
1015056,5,4
1015057,5,4
1015059,8,4
1015060,6,4
1015062,8,4
1015064,6,4
1015065,7,5
1015067,4,4
1015072,16,4
1015073,12,4
1015074,10,4
1015075,7,5
1015076,13,4
1015077,14,4
1015078,18,5
1015080,14,5
1015081,13,5
1015082,9,5
1015083,14,5
1015084,13,5
1015085,11,5
1015086,8,5
1015087,14,5
1015088,9,5
1015089,3,4
1015090,13,5
1015091,19,5
1015092,10,5
1015093,22,4
1015094,12,4
1015095,4,4
1015097,20,4
1015098,11,4
1015099,7,5
1015101,3,5
1015102,13,5
1015103,6,5
1015104,11,5
1015105,15,4
1015106,7,4
1015107,3,4
1015108,17,4
1015109,13,4
1015110,13,4
1015111,10,3
1015113,7,5
1015114,7,4
1015115,6,5
1015116,8,5
1015117,6,4
1015118,9,5
1015119,11,5
1015120,5,3
1015121,12,4
1015122,4,4
1015123,12,5
1015124,6,5
1015127,7,5
1015128,10,4
1015129,7,4
1015130,10,4
1015131,19,5
1015132,11,3
1015134,10,4
1015135,23,4
1015136,8,4
1015137,8,3
1015139,10,4
1015140,11,4
1015141,5,4
1015142,14,4
1015143,11,3
1015144,11,5
1015145,8,4
1015146,13,4
1015147,4,4
1015148,12,4
1015150,15,5
1015151,10,5
1015152,14,4
1015153,12,5
1015154,20,4
1015155,11,5
1015156,14,4
1015157,10,4
1015158,16,4
1015159,10,4
1015160,13,4
1015161,9,4
1015162,15,4
1015163,13,4
1015164,28,5
1015165,12,4
1015167,10,4
1015168,11,4
1015170,14,4
1015171,6,4
1015172,6,5
1015174,5,4
1015175,16,4
1015176,10,4
1015178,4,5
1015179,1,4
1015180,6,4
1015181,14,5
1015182,4,5
1015184,7,5
1015185,8,4
1015186,6,5
1015187,5,4
1015188,5,4
1015189,7,4
1015190,6,4
1015191,7,4
1015192,10,4
1015193,9,5
1015194,9,5
1015195,9,4
1015196,19,5
1015198,15,5
1015199,6,5
1015200,14,5
1015201,12,4
1015202,15,4
1015204,12,4
1015205,12,4
1015208,3,5
1015209,7,5
1015210,10,5
1015211,13,5
1015212,21,5
1015213,13,4
1015214,8,5
1015215,7,4
1015216,8,4
1015217,11,4
1015218,24,4
1015219,21,5
1015220,18,5
1015221,14,4
1015223,19,4
1015224,10,5
1015225,16,4
1015226,8,5
1015227,8,5
1015229,11,4
1015230,16,4
1015231,11,4
1015232,11,5
1015233,4,5
1015234,13,4
1015235,8,5
1015236,8,5
1015237,10,5
1015238,10,4
1015241,6,5
1015242,4,5
1015243,23,4
1015244,16,4
1015245,25,4
1015246,11,4
1015247,14,4
1015248,9,5
1015249,14,4
1015250,10,4
1015251,17,5
1015253,11,5
1015254,15,4
1015255,9,5
1015257,12,5
1015258,17,5
1015259,7,4
1015266,6,4
1015267,6,4
1015268,8,5
1015269,5,4
1015270,8,4
1015271,5,5
1015272,5,5
1015273,6,4
1015274,5,4
1015275,3,4
1015276,4,5
1015278,5,4
1015280,10,5
1015281,12,5
1015282,18,4
1015283,14,5
1015284,13,4
1015285,13,5
1015286,13,5
1015287,18,4
1015288,11,4
1015289,6,4
1015290,10,5
1015291,8,4
1015292,9,4
1015293,6,4
1015294,3,5
1015295,7,4
1015296,10,5
1015299,8,5
1015300,15,4
1015301,7,5
1015302,11,4
1015304,6,3
1015308,3,5
1015310,3,5
1015311,3,4
1015312,3,5
1015317,4,4
1015319,6,5
1015320,4,4
1015324,3,4
1015325,4,4
1015326,5,4
1015327,7,4
1015331,4,5
1015332,3,4
1015333,11,5
1015334,4, 
1015335,4,5
1015336,9,4
1015337,15,4
1015338,6,4
1015339,5,4
1015342,11,3
1015344,4,4
1015346,11,4
1015347,15,5
1015348,7,5
1015349,8,4
1015350,12,4
1015351,12,4
1015352,10,4
1015353,10,4
1015356,10,4
1015357,8,4
1015358,7,4
1015360,13,5
1015361,19,4
1015362,10,4
1015364,7,4
1015365,8,5
1015366,17,4
1015368,31,3
1015369,17,4
1015370,10,4
1015371,14,5
1015372,8,3
1015375,4,5
1015376,6,5
1015377,3,4
1015378,9,4
1015382,13,5
1015383,23,4
1015384,19,4
1015385,13,4
1015386,8,5
1015387,18,4
1015388,26,4
1015389,15,5
1015390,5,4
1015391,12,5
1015392,8,4
1015393,15,4
1015394,6,5
1015397,6,5
1015398,5,4
1015399,13,4
1015404,23,5
1015405,14,5
1015406,11,4
1015407,16,3
1015408,44,4
1015409,63,4
1015410,7,4
1015413,14,5
1015414,7,4
1015415,12,4
1015416,14,5
1015417,17,5
1015418,28,5
1015419,6,4
1015421,9,5
1015422,12,5
1015423,20,5
1015424,15,5
1015425,7,4
1015426,13,4
1015427,5,4
1015429,26,5
1015430,26,5
1015431,26,4
1015434,13,5
1015436,10,4
1015437,12,5
1015438,10,5
1015439,14,4
1015440,13,4
1015441,9,4
1015442,14,4
1015443,14,4
1015444,12,4
1015445,11,4
1015446,7,5
1015448,7,5
1015449,1,4
1015450,8,4
1015451,14,4
1015452,11,4
1015453,11,4
1015454,13,4
1015455,17,4
1015456,15,5
1015457,9,5
1015458,10,4
1015459,9,4
1015460,11,4
1015461,16,4
1015462,4,4
1015463,9,4
1015464,13,5
1015465,17,4
1015466,6,4
1015468,7,4
1015469,12,4
1015470,9,3
1015471,11,3
1015472,6,5
1015473,18,4
1015474,12,5
1015475,6,4
1015476,13,4
1015477,17,5
1015478,7,4
1015479,11,5
1015480,14,4
1015481,14,4
1015482,18,5
1015483,8,5
1015484,12,5
1015485,13,4
1015486,6,4
1015487,20,4
1015488,9,4
1015490,9,5
1015491,8,4
1015492,5,4
1015493,8,4
1015494,11,4
1015496,10,4
1015500,11,5
1015502,15,4
1015505,8,4
1015506,9,5
1015508,27,5
1015509,8,4
1015510,13,5
1015511,19,5
1015515,9,4
1015516,10,4
1015517,16,4
1015518,12,4
1015520,15,5
1015521,2,4
1015522,13,4
1015523,18,5
1015525,15,5
1015526,13,4
1015527,9,4
1015528,5, 
1015529,9,4
1015530,11,4
1015531,13,5
1015532,7,4
1015533,8,5
1015535,7,4
1015536,5,4
1015538,9,5
1015539,13,4
1015540,5,5
1015541,13,5
1015545,19,4
1015546,2,5
1015548,10,3
1015549,4,4
1015550,12,4
1015551,17,4
1015554,21,4
1015555,10,4
1015557,7,5
1015558,8,5
1015559,12,5
1015560,5,5
1015562,9,4
1015564,35,4
1015565,8,4
1015566,6,4
1015567,8,4
1015568,13,4
1015570,6,4
1015571,10,4
1015572,7,4
1015573,6,4
1015574,4,5
1015578,9,4
1015580,8,4
1015581,5,5
1015582,11,4
1015583,11,4
1015584,9,4
1015585,14,4
1015586,13,4
1015587,4,4
1015589,6,5
1015590,13,5
1015592,20,4
1015594,6,4
1015595,13,4
1015597,16,4
1015598,8,4
1015599,7,5
1015602,5,4
1015604,7,3
1015605,7,4
1015607,9,5
1015609,4,4
1015612,6,4
1015613,12,5
1015617,11,4
1015618,5,4
1015619,3,4
1015620,4,4
1015621,19,4
1015622,11,4
1015623,6,4
1015625,9,4
1015626,7,5
1015627,8,4
1015628,18,4
1015629,5,5
1015632,8,4
1015634,13,4
1015635,15,4
1015636,13,4
1015637,10,4
1015639,12,4
1015640,8,5
1015642,8,4
1015645,11,4
1015646,9,3
1015647,10,4
1015650,7,4
1015652,14,5
1015653,9,4
1015656,11,4
1015658,6,4
1015660,23,4
1015662,8,4
1015664,5,5
1015666,8,4
1015668,15,4
1015669,16,5
1015670,17,4
1015671,12,5
1015672,10,5
1015673,6,5
1015675,15,4
1015676,4,4
1015677,6,5
1015680,15,3
1015683,4,4
1015685,11,3
1015689,23,4
1015691,17,4
1015692,14,4
1015693,19,3
1015694,14,5
1015696,24,5
1015698,22,4
1015699,10,4
1015700,10,4
1015702,25,4
1015704,16,5
1015705,17,5
1015707,7,5
1015708,12,5
1015709,9,4
1015710,15,5
1015711,11,4
1015712,11,4
1015713,21,5
1015714,11,5
1015715,14,4
1015716,6,4
1015717,7,5
1015718,7,4
1015720,10,5
1015721,11,5
1015722,6,4
1015724,9,4
1015725,4,5
1015729,11,5
1015730,19,4
1015731,11,4
1015732,11,5
1015733,10,4
1015734,9,4
1015735,9,4
1015736,10,4
1015737,13,4
1015738,19,4
1015739,6,5
1015740,15,4
1015743,19,5
1015744,9,5
1015745,7,5
1015746,9,5
1015751,9,4
1015754,8,5
1015755,8,4
1015756,7,4
1015757,4,4
1015758,8,4
1015759,4,4
1015760,13,4
1015761,12,5
1015762,9,4
1015763,10,5
1015764,11,4
1015765,14,5
1015766,5,5
1015767,15,5
1015768,10,4
1015769,15,4
1015770,4,5
1015771,7,5
1015773,6, 
1015774,6,4
1015776,12,5
1015777,13,4
1015778,12,4
1015779,12,5
1015782,7,4
1015783,13,5
1015785,14,4
1015786,14,4
1015787,7,4
1015791,4,5
1015793,6,4
1015795,5,4
1015796,4,5
1015797,6,5
1015798,3,4
1015800,4,4
1015801,3,5
1015802,14,5
1015803,5,5
1015804,5,4
1015805,11,5
1015806,4,4
1015807,7,4
1015808,5,4
1015809,6,4
1015810,12,4
1015811,9,4
1015812,3,5
1015816,6,5
1015821,5,5
1015828,13,4
1015830,6,4
1015831,8,5
1015832,4,4
1015833,12,5
1015834,3,4
1015835,8,5
1015836,4,4
1015837,9,4
1015838,13,5
1015839,8,5
1015840,13,4
1015841,11,5
1015842,9,5
1015843,14,5
1015844,24,4
1015845,10,5
1015846,10,4
1015847,18,4
1015848,13,4
1015850,7,4
1015851,10,5
1015852,20,4
1015853,13,4
1015855,4,4
1015856,14,4
1015857,11,5
1015858,8,4
1015859,12,4
1015860,10,4
1015861,7,4
1015862,17,4
1015863,12,4
1015864,8,4
1015865,10,5
1015866,17,5
1015867,9,4
1015868,9,4
1015869,12,5
1015870,17,4
1015871,9,4
1015872,10,5
1015873,17,5
1015874,6,4
1015875,4,4
1015876,7,5
1015878,7,5
1015879,9,4
1015880,4,5
1015881,8,5
1015882,9,5
1015883,2,4
1015939,10,4
1015941,17,5
1015945,16,5
1015946,15,5
1015947,10,5
1015948,7,4
1015949,8,4
1015950,14,4
1015951,3,5
1015952,2,4
1015953,11,5
1015955,14,5
1015956,8,4
1015957,5,5
1015958,17,5
1015960,19,4
1015961,9,5
1015962,17,5
1015963,7,5
1015964,12,4
1015965,11,5
